#,gender,married,age,service,contract,billing,due
7600,f,m,34,g,n,a,0
7601,f,m,61,g,n,c,0
7602,m,m,34,g,n,c,0
7603,f,s,63,g,n,c,0
7604,f,m,58,b,n,a,1
7605,f,m,36,b,y,c,0
7606,m,s,44,b,y,c,0
7607,m,s,58,p,n,a,1
7608,f,s,20,p,n,a,0
7609,f,s,21,g,y,a,1
7610,f,m,46,g,n,a,2
7611,m,s,65,b,n,c,0
7612,m,m,20,b,y,a,0
7613,m,m,42,g,n,a,0
7614,f,s,50,b,n,c,1
7615,f,s,18,b,y,c,0
7616,m,m,35,g,n,c,0
7617,f,m,41,b,n,c,0
7618,m,m,21,g,n,c,0
7619,f,m,24,g,y,a,0
7620,f,s,28,g,n,c,0
7621,m,s,53,g,n,c,0
7622,f,m,27,b,n,c,0
7623,f,s,69,b,y,c,1
7624,f,m,77,p,n,a,0
7625,m,m,65,g,y,c,2
7626,m,s,57,b,y,c,0
7627,m,s,18,p,n,c,2
7628,f,m,45,b,n,a,0
7629,f,m,41,g,y,c,2
7630,m,m,26,p,y,a,0
7631,m,m,41,g,n,c,0
7632,f,m,51,p,n,c,0
7633,m,m,39,g,n,c,0
7634,m,s,62,p,n,c,0
7635,m,m,23,p,y,a,0
7636,f,s,47,p,n,c,0
7637,m,m,42,p,y,a,1
7638,f,m,30,b,y,c,0
7639,m,m,21,p,y,c,0
7640,m,m,38,p,y,c,0
7641,m,m,65,g,y,c,0
7642,m,m,67,p,n,a,2
7643,m,m,26,b,y,c,0
7644,m,m,35,b,y,a,0
7645,f,m,21,g,n,c,0
7646,f,s,77,g,y,c,2
7647,m,s,31,p,y,c,2
7648,m,s,70,g,y,c,0
7649,m,s,57,b,n,a,0
7650,m,m,64,b,y,a,0
7651,m,m,69,b,y,c,2
7652,f,s,60,p,y,a,0
7653,m,s,61,p,n,c,0
7654,m,s,64,p,y,c,1
7655,f,m,20,p,y,a,0
7656,m,m,61,p,y,a,1
7657,m,m,38,b,y,c,0
7658,m,s,76,g,n,a,1
7659,m,m,27,g,n,c,0
7660,m,s,76,b,n,c,0
7661,f,m,67,p,n,a,1
7662,m,m,40,g,y,c,0
7663,m,s,25,g,n,a,0
7664,f,s,62,b,y,a,2
7665,m,s,26,p,n,c,1
7666,f,m,47,p,n,c,0
7667,m,m,49,b,n,a,1
7668,m,s,29,b,n,c,0
7669,f,m,24,b,n,c,0
7670,m,m,55,p,n,a,0
7671,f,s,50,g,y,c,1
7672,m,s,49,g,y,a,2
7673,m,m,39,b,y,a,1
7674,f,s,77,p,n,c,0
7675,f,m,56,p,y,c,1
7676,m,m,66,p,n,a,0
7677,f,m,47,g,y,c,1
7678,f,m,41,p,n,a,1
7679,f,m,65,p,y,a,0
7680,f,m,34,b,y,a,1
7681,f,m,29,g,n,a,0
7682,m,m,74,b,n,a,1
7683,m,s,59,b,y,a,0
7684,m,m,67,p,y,a,0
7685,m,s,42,b,n,a,2
7686,m,m,23,b,y,a,0
7687,m,s,28,g,n,a,0
7688,f,s,69,p,n,a,0
7689,m,s,26,p,n,a,0
7690,f,m,38,p,n,c,0
7691,f,m,61,p,y,a,0
7692,f,m,38,p,n,a,0
7693,f,m,45,b,n,c,0
7694,m,m,78,b,n,a,0
7695,f,s,53,p,n,c,1
7696,m,m,53,p,n,c,0
7697,f,m,57,p,n,a,0
7698,m,m,51,p,n,c,1
7699,f,m,23,g,y,c,0
7700,f,m,68,p,n,a,0
7701,f,s,43,p,y,a,1
7702,f,m,42,g,y,a,0
7703,f,m,45,p,y,c,0
7704,f,m,21,b,n,c,0
7705,f,m,45,g,y,a,0
7706,f,s,24,p,n,a,2
7707,f,s,25,b,y,c,0
7708,f,m,33,b,n,a,0
7709,f,m,58,p,y,a,0
7710,m,m,70,b,y,a,0
7711,m,s,65,p,n,c,0
7712,m,m,67,g,y,a,0
7713,m,m,48,b,n,c,0
7714,f,m,72,p,y,c,0
7715,f,s,40,b,n,c,1
7716,m,m,63,g,n,c,0
7717,f,s,33,g,n,c,0
7718,m,m,36,b,y,a,0
7719,f,s,40,p,y,a,0
7720,f,m,18,p,y,c,0
7721,m,m,79,g,y,c,0
7722,m,m,64,p,n,c,0
7723,f,m,71,g,n,a,0
7724,f,s,31,b,n,a,0
7725,m,m,79,b,n,a,1
7726,f,m,72,b,y,c,1
7727,f,m,46,b,n,c,0
7728,f,m,71,g,y,c,0
7729,m,s,35,g,n,c,0
7730,m,m,63,b,n,c,0
7731,f,m,53,b,y,a,0
7732,f,m,48,g,n,c,0
7733,m,m,66,p,n,a,1
7734,f,s,71,p,y,a,0
7735,f,s,72,g,n,c,0
7736,f,m,79,b,y,c,0
7737,m,m,24,g,y,a,0
7738,m,m,55,p,y,c,0
7739,m,s,21,b,y,a,0
7740,f,m,44,b,y,a,0
7741,f,m,28,g,n,a,1
7742,f,m,61,g,y,c,0
7743,m,s,43,g,y,c,0
7744,m,s,56,b,n,a,2
7745,f,s,47,g,y,a,0
7746,m,m,71,p,y,c,0
7747,m,m,63,p,y,a,0
7748,f,m,77,p,y,a,0
7749,f,m,42,b,n,c,1
7750,m,s,20,b,n,c,0
7751,m,m,39,b,y,c,0
7752,f,m,33,g,y,c,1
7753,m,m,57,g,y,c,0
7754,m,m,74,p,y,a,0
7755,f,s,44,g,n,c,0
7756,m,m,42,g,n,c,0
7757,m,m,34,p,y,c,0
7758,f,s,25,b,y,a,0
7759,f,m,71,g,y,a,1
7760,f,s,45,g,y,a,1
7761,m,m,55,p,n,c,2
7762,f,s,37,g,y,c,0
7763,f,s,32,b,n,a,1
7764,f,s,76,b,n,c,0
7765,f,m,33,p,y,a,0
7766,m,m,31,b,y,a,0
7767,m,m,30,p,y,c,0
7768,m,m,28,g,n,a,0
7769,f,s,73,g,n,c,0
7770,m,s,58,g,y,c,1
7771,f,m,46,g,y,a,1
7772,f,m,36,p,y,a,1
7773,m,s,24,p,n,c,0
7774,f,s,51,p,n,c,0
7775,m,s,49,b,y,c,0
7776,m,s,23,b,n,a,0
7777,f,s,29,p,n,a,0
7778,m,m,63,b,n,a,0
7779,f,s,45,p,n,c,0
7780,f,s,25,p,y,a,0
7781,f,m,74,p,y,a,1
7782,f,s,22,p,n,a,2
7783,f,s,49,b,n,a,0
7784,m,m,46,p,n,c,0
7785,m,s,30,p,n,c,1
7786,m,m,18,g,y,c,0
7787,f,m,60,b,n,c,0
7788,f,s,35,p,y,a,1
7789,m,s,65,g,y,a,0
7790,f,m,22,g,n,c,0
7791,f,s,79,g,n,c,1
7792,m,s,59,p,y,c,1
7793,m,s,44,g,n,c,0
7794,m,s,31,g,y,c,0
7795,f,s,41,p,y,c,1
7796,f,s,56,g,n,a,0
7797,m,s,71,b,n,c,0
7798,m,m,59,g,y,c,1
7799,f,s,43,g,y,c,0
7800,m,s,72,p,n,a,1
7801,f,s,47,g,y,a,0
7802,f,m,27,b,n,a,0
7803,m,s,54,p,n,a,0
7804,f,s,47,p,n,c,1
7805,f,s,22,b,n,c,1
7806,f,m,19,b,n,a,0
7807,m,s,18,p,y,a,0
7808,f,s,77,g,n,a,0
7809,m,m,52,p,n,c,0
7810,m,s,44,p,n,c,0
7811,f,m,78,g,n,a,0
7812,f,m,46,p,n,c,0
7813,f,m,18,b,n,c,0
7814,m,s,50,g,y,a,1
7815,f,m,61,p,y,c,0
7816,f,m,47,b,n,c,1
7817,m,s,61,g,n,c,0
7818,f,s,77,b,n,a,2
7819,m,m,42,b,y,c,0
7820,m,m,18,p,n,c,1
7821,f,s,63,p,n,a,0
7822,f,m,66,g,n,c,0
7823,f,m,78,p,y,a,0
7824,m,s,23,g,n,a,1
7825,f,s,22,b,n,c,0
7826,m,s,65,p,y,a,0
7827,m,s,52,p,y,c,0
7828,m,s,18,p,y,c,0
7829,f,m,25,b,y,a,0
7830,m,m,76,g,n,c,1
7831,m,m,44,p,n,a,0
7832,f,m,35,p,n,c,0
7833,m,m,52,g,n,a,0
7834,m,s,25,g,n,a,0
7835,m,s,31,p,y,a,0
7836,f,s,26,g,y,a,2
7837,f,m,46,g,y,a,0
7838,f,s,20,b,y,a,0
7839,f,m,74,p,n,c,0
7840,m,m,43,b,y,a,0
7841,m,m,71,p,y,a,0
7842,m,s,56,g,y,a,0
7843,f,m,69,b,y,a,2
7844,m,m,26,g,y,a,0
7845,m,m,27,g,y,c,1
7846,f,m,37,p,y,c,0
7847,m,m,74,b,y,c,0
7848,f,s,51,p,y,a,0
7849,f,s,26,b,n,c,0
7850,f,m,24,p,y,c,0
7851,f,m,26,g,n,a,0
7852,m,m,70,g,n,c,0
7853,m,s,32,p,n,c,0
7854,f,m,39,g,y,a,1
7855,m,m,76,p,y,a,2
7856,m,m,77,b,n,a,1
7857,m,m,50,p,y,c,0
7858,m,s,63,p,y,a,0
7859,f,s,79,p,n,c,1
7860,m,s,58,p,n,c,1
7861,f,s,28,p,y,c,1
7862,m,m,66,b,n,c,0
7863,f,s,23,p,y,c,0
7864,f,s,78,b,n,a,0
7865,f,m,33,p,n,a,1
7866,m,m,21,b,n,a,1
7867,m,m,62,b,n,c,0
7868,m,m,68,p,y,a,0
7869,m,m,49,p,n,a,2
7870,m,m,69,p,n,a,0
7871,m,s,45,p,n,a,0
7872,f,m,63,p,n,a,0
7873,m,m,18,p,n,c,0
7874,f,m,57,p,n,a,0
7875,f,m,46,p,n,a,1
7876,m,m,53,g,n,a,2
7877,m,s,58,p,y,c,0
7878,m,m,32,p,y,c,0
7879,f,m,46,g,y,a,1
7880,m,m,48,p,y,c,0
7881,m,m,59,p,n,c,0
7882,f,m,21,g,n,a,0
7883,f,m,48,b,y,c,0
7884,f,s,43,b,y,c,0
7885,m,s,22,g,y,a,0
7886,f,m,25,g,n,c,0
7887,f,m,28,b,y,a,0
7888,f,m,54,b,n,a,1
7889,f,m,29,p,n,a,0
7890,f,m,20,p,y,a,0
7891,m,s,50,g,y,a,0
7892,m,m,29,g,n,c,0
7893,f,m,18,p,n,c,2
7894,m,m,51,p,y,c,0
7895,m,s,26,b,n,c,0
7896,m,m,62,b,y,a,0
7897,m,s,21,p,n,a,0
7898,f,s,52,b,n,a,0
7899,m,m,41,p,y,c,0
7900,f,s,45,g,y,c,0
7901,m,s,58,g,y,c,1
7902,f,s,66,g,y,c,1
7903,f,m,49,g,n,a,0
7904,f,s,79,g,n,c,1
7905,m,s,79,p,n,a,1
7906,m,s,60,p,n,a,0
7907,f,s,51,p,n,a,0
7908,f,s,25,g,y,c,0
7909,m,s,60,p,y,a,0
7910,f,m,20,g,n,c,0
7911,f,m,76,g,y,a,0
7912,f,s,77,p,n,a,0
7913,f,m,75,p,n,c,0
7914,m,s,42,p,y,c,1
7915,f,s,26,g,y,a,0
7916,f,m,31,b,n,a,0
7917,m,s,66,p,n,c,0
7918,m,m,64,p,n,c,1
7919,m,m,44,b,n,c,0
7920,m,s,39,g,n,c,2
7921,f,s,32,b,n,c,0
7922,f,s,62,p,n,a,0
7923,f,s,70,p,y,c,1
7924,f,m,20,p,n,c,0
7925,m,m,48,g,y,a,0
7926,f,m,22,b,y,c,0
7927,m,m,35,b,n,c,0
7928,f,s,74,g,y,a,0
7929,f,m,62,p,n,a,0
7930,m,s,56,p,y,c,1
7931,f,s,51,p,n,a,2
7932,m,m,55,g,n,c,0
7933,f,s,57,g,n,c,0
7934,f,s,70,g,y,c,1
7935,f,s,65,b,y,a,0
7936,f,s,39,p,n,c,0
7937,m,m,62,b,n,c,0
7938,m,s,30,g,n,c,0
7939,f,m,23,b,y,a,0
7940,f,m,49,b,n,c,1
7941,f,m,27,p,n,c,0
7942,f,m,44,b,n,c,0
7943,f,s,37,b,n,a,1
7944,m,m,76,p,n,c,0
7945,m,m,53,b,n,a,1
7946,f,s,45,p,y,a,0
7947,m,s,36,b,y,c,0
7948,f,s,41,b,y,c,1
7949,m,m,34,p,y,c,0
7950,m,m,24,b,n,a,2
7951,f,s,70,p,n,a,0
7952,f,m,27,g,n,a,0
7953,m,m,75,b,y,c,0
7954,m,s,25,p,y,a,0
7955,m,m,43,b,y,c,0
7956,f,m,56,b,y,c,0
7957,m,m,44,p,n,c,0
7958,m,m,73,p,y,a,2
7959,f,m,35,p,n,c,1
7960,m,m,22,b,y,a,1
7961,m,s,42,b,n,c,2
7962,m,m,31,g,y,c,1
7963,f,s,47,b,y,a,1
7964,m,m,31,g,y,a,0
7965,f,m,70,p,n,a,0
7966,f,m,62,b,n,a,0
7967,f,m,65,p,y,c,0
7968,f,m,22,b,n,c,0
7969,m,m,21,g,n,a,0
7970,m,s,50,g,y,a,0
7971,m,s,53,g,n,c,0
7972,m,m,38,p,n,a,0
7973,m,s,59,p,n,c,1
7974,f,s,64,b,y,c,1
7975,f,m,76,p,y,a,0
7976,f,m,52,b,n,c,0
7977,m,m,40,g,n,a,0
7978,f,m,57,g,n,c,1
7979,m,m,42,g,n,a,0
7980,f,s,45,p,n,a,0
7981,f,m,56,b,n,a,1
7982,f,m,60,p,n,a,0
7983,m,m,35,b,y,a,0
7984,m,m,27,p,n,a,0
7985,f,s,19,g,y,c,2
7986,f,m,62,b,y,a,2
7987,f,m,42,b,y,c,0
7988,f,m,48,p,n,a,0
7989,m,s,62,p,n,c,1
7990,m,m,18,p,n,a,0
7991,m,s,51,b,n,c,1
7992,f,s,57,p,y,a,0
7993,f,m,75,p,n,c,0
7994,m,s,42,p,y,a,2
7995,m,s,31,p,y,a,0
7996,f,s,56,g,y,a,0
7997,f,m,24,b,y,c,0
7998,m,m,71,g,n,a,1
7999,m,s,48,b,y,a,0
8000,m,m,58,p,y,a,0
8001,f,m,73,g,n,a,1
8002,m,s,49,b,y,a,0
8003,f,m,76,p,n,a,0
8004,f,s,68,p,y,a,0
8005,f,m,77,p,y,a,1
8006,f,m,64,b,y,c,0
8007,f,s,76,p,y,a,0
8008,m,s,34,p,n,a,0
8009,f,m,70,b,n,c,1
8010,f,m,77,b,y,a,0
8011,f,m,18,p,n,a,0
8012,m,m,23,b,y,a,0
8013,m,m,39,g,n,c,0
8014,m,s,20,p,n,c,0
8015,m,m,42,p,n,a,0
8016,m,s,43,b,n,a,1
8017,f,s,37,g,n,c,1
8018,m,s,36,g,y,c,2
8019,m,m,20,b,n,c,2
8020,m,m,52,p,n,c,0
8021,f,s,76,b,n,a,0
8022,f,m,71,g,n,c,1
8023,m,s,71,g,y,c,0
8024,f,s,53,p,n,a,0
8025,f,m,58,p,n,a,0
8026,f,s,30,b,y,c,0
8027,m,s,72,g,y,a,1
8028,m,m,30,p,y,a,1
8029,m,s,51,b,y,a,0
8030,m,m,78,g,n,a,0
8031,m,m,38,p,y,c,0
8032,m,m,74,b,y,c,0
8033,m,m,67,p,n,a,0
8034,f,s,77,b,n,c,0
8035,f,m,76,p,y,a,0
8036,f,m,74,g,n,c,1
8037,f,m,60,g,y,c,0
8038,f,m,24,g,y,c,1
8039,m,m,37,p,n,c,0
8040,f,m,65,b,y,c,2
8041,f,m,31,p,y,c,0
8042,m,m,62,b,y,a,0
8043,f,m,58,b,y,c,0
8044,m,m,65,p,n,c,0
8045,m,s,59,p,y,a,0
8046,f,m,26,b,n,c,1
8047,f,m,42,g,n,a,0
8048,f,m,24,p,n,a,1
8049,f,m,37,b,y,c,0
8050,f,m,38,b,y,a,0
8051,f,m,48,b,n,a,1
8052,f,s,22,g,n,c,0
8053,f,s,61,g,n,c,0
8054,m,m,54,g,y,c,0
8055,m,s,56,p,y,c,0
8056,f,m,32,p,n,c,1
8057,m,s,60,p,n,c,0
8058,m,m,20,p,y,a,0
8059,m,s,51,p,y,a,1
8060,f,m,41,p,n,c,0
8061,m,m,63,p,y,c,0
8062,f,m,70,p,y,a,2
8063,m,s,79,p,y,c,0
8064,f,s,76,b,n,c,0
8065,m,m,39,b,y,c,0
8066,f,s,54,p,n,c,0
8067,f,m,42,b,y,c,0
8068,m,s,70,g,y,c,0
8069,f,m,20,g,y,c,1
8070,m,s,22,p,n,c,2
8071,m,s,58,b,y,c,0
8072,m,s,45,b,n,c,0
8073,f,s,37,b,y,c,0
8074,m,s,25,g,y,a,0
8075,f,m,64,p,y,c,0
8076,m,s,37,g,y,a,0
8077,m,s,60,b,n,c,0
8078,m,m,46,p,y,c,0
8079,f,m,43,p,y,c,0
8080,m,m,35,p,y,a,0
8081,f,s,48,p,n,a,0
8082,f,m,57,p,n,c,0
8083,f,s,72,b,n,c,0
8084,m,m,23,b,y,a,1
8085,f,s,79,p,y,c,1
8086,m,s,18,b,y,c,1
8087,f,m,41,g,n,a,0
8088,m,s,67,p,y,a,0
8089,m,s,54,g,y,a,0
8090,m,m,41,b,n,a,0
8091,f,m,45,b,y,a,0
8092,m,m,60,p,y,c,0
8093,m,m,55,p,y,c,0
8094,f,m,58,g,y,a,1
8095,m,s,43,g,y,a,2
8096,m,m,65,g,y,a,0
8097,m,m,31,b,n,c,0
8098,f,m,56,g,n,a,0
8099,m,s,54,p,y,a,0
8100,m,m,24,p,y,c,0
8101,m,m,47,b,n,a,1
8102,m,m,49,p,n,c,0
8103,f,s,78,p,n,a,0
8104,m,s,78,g,y,c,1
8105,f,m,34,p,n,c,0
8106,m,s,28,b,y,a,0
8107,f,m,56,g,n,c,0
8108,m,m,73,g,n,c,0
8109,m,m,32,b,y,c,0
8110,m,s,76,g,n,a,0
8111,f,m,48,p,n,a,1
8112,m,s,75,p,y,c,0
8113,f,m,19,p,y,a,0
8114,m,m,18,p,y,c,0
8115,f,m,59,g,y,a,0
8116,m,m,42,g,y,c,0
8117,f,s,76,b,n,a,1
8118,f,m,38,b,n,a,0
8119,f,s,36,p,n,a,2
8120,m,s,78,b,y,c,0
8121,f,s,75,p,n,c,0
8122,m,s,47,b,y,c,0
8123,f,s,38,b,n,c,0
8124,m,m,46,g,n,a,0
8125,m,s,47,b,n,a,2
8126,f,s,70,b,n,a,0
8127,m,m,19,g,y,c,0
8128,m,s,69,g,n,a,1
8129,m,m,75,b,y,a,0
8130,m,m,77,g,y,a,0
8131,f,m,48,g,y,c,0
8132,m,s,57,p,n,c,0
8133,m,m,22,p,y,a,0
8134,m,m,18,p,y,c,0
8135,f,m,42,p,y,a,0
8136,m,s,78,p,y,c,0
8137,f,m,78,b,y,c,0
8138,m,m,19,p,n,a,0
8139,m,s,65,p,n,c,0
8140,f,s,61,b,y,a,2
8141,f,s,70,g,y,a,0
8142,f,m,38,b,n,c,0
8143,m,s,51,b,n,a,0
8144,f,m,73,b,n,c,0
8145,f,m,36,p,y,a,0
8146,m,s,26,b,y,a,0
8147,m,m,75,p,n,a,0
8148,m,m,21,g,y,a,2
8149,m,m,78,g,n,a,0
8150,f,m,34,b,n,a,0
8151,f,s,51,p,y,a,2
8152,f,m,55,b,n,c,0
8153,m,m,47,p,n,c,0
8154,m,s,59,g,n,c,0
8155,f,s,39,g,y,a,0
8156,f,s,51,p,n,a,1
8157,f,s,23,g,y,c,1
8158,m,m,29,p,n,c,0
8159,m,m,66,b,y,a,0
8160,f,m,25,p,n,c,0
8161,f,s,33,b,n,c,0
8162,m,s,25,b,n,a,0
8163,m,s,62,g,y,c,0
8164,m,m,21,g,n,c,0
8165,f,m,20,b,y,a,2
8166,f,m,35,p,n,c,0
8167,f,s,75,g,y,a,0
8168,m,m,43,b,n,a,0
8169,m,m,47,b,n,c,1
8170,m,s,57,g,y,a,0
8171,f,m,78,g,y,a,0
8172,f,s,24,b,y,c,2
8173,m,m,21,b,y,a,1
8174,f,m,60,p,n,a,0
8175,m,m,58,p,y,c,1
8176,f,m,28,p,n,a,0
8177,m,m,20,p,n,a,0
8178,m,s,76,g,y,c,1
8179,m,m,35,p,n,a,0
8180,m,m,38,p,n,a,0
8181,m,m,52,p,n,a,2
8182,f,s,79,p,y,a,0
8183,m,m,22,p,n,a,0
8184,m,m,25,p,y,a,1
8185,f,s,54,b,n,c,0
8186,f,m,23,g,y,a,0
8187,f,m,61,g,y,a,0
8188,m,m,64,p,y,c,0
8189,m,s,34,p,y,a,0
8190,f,m,60,g,n,c,0
8191,f,m,76,b,n,c,0
8192,m,s,69,p,y,c,0
8193,f,m,22,g,y,a,2
8194,m,m,71,b,y,c,0
8195,m,s,33,p,y,a,0
8196,f,m,54,b,n,c,1
8197,f,s,42,g,y,a,0
8198,m,m,62,g,y,a,0
8199,f,m,47,p,n,a,1
8200,m,m,63,g,n,c,0
8201,m,m,63,b,y,a,0
8202,f,m,22,g,y,a,0
8203,f,m,76,g,y,c,0
8204,f,s,61,b,n,a,0
8205,m,s,48,p,y,a,0
8206,f,s,43,g,n,a,2
8207,f,s,42,p,y,a,1
8208,m,m,35,b,n,a,0
8209,m,s,75,p,y,c,1
8210,m,m,78,b,y,a,0
8211,f,m,71,p,n,a,0
8212,f,m,65,b,y,c,2
8213,f,m,54,b,n,c,0
8214,f,m,22,p,n,a,2
8215,m,m,68,p,n,c,0
8216,m,m,41,b,y,c,0
8217,m,m,66,b,y,c,0
8218,m,s,42,p,n,a,0
8219,m,s,74,p,y,c,0
8220,f,m,72,p,y,c,0
8221,m,s,29,p,n,a,1
8222,m,m,19,p,n,c,0
8223,f,m,41,p,n,a,0
8224,m,m,43,p,n,c,0
8225,m,m,65,g,n,a,1
8226,m,s,32,b,y,a,0
8227,m,s,18,p,y,c,0
8228,f,m,35,b,n,a,2
8229,f,m,71,b,n,a,1
8230,m,m,30,b,n,c,1
8231,f,m,49,g,y,a,1
8232,f,m,60,g,n,a,2
8233,f,s,23,p,n,c,0
8234,m,m,26,b,y,c,0
8235,f,m,66,b,y,c,1
8236,m,s,63,p,y,c,0
8237,m,s,58,p,n,c,1
8238,m,s,24,g,y,c,0
8239,m,m,69,b,y,a,0
8240,m,m,34,b,n,c,0
8241,m,m,75,p,y,c,1
8242,f,m,60,p,n,a,0
8243,f,m,71,b,y,a,0
8244,f,m,66,b,y,a,0
8245,m,m,52,b,n,a,0
8246,m,m,29,p,y,c,2
8247,f,m,72,p,y,a,0
8248,m,s,78,p,y,a,0
8249,f,m,32,g,n,c,2
8250,m,s,40,p,y,c,0
8251,m,m,35,b,y,a,1
8252,m,m,63,p,n,c,0
8253,f,s,26,p,n,c,0
8254,m,m,54,p,n,a,0
8255,f,m,53,b,y,c,1
8256,f,s,51,p,y,c,0
8257,f,m,79,b,n,a,0
8258,f,m,27,b,n,c,2
8259,m,m,78,p,n,c,0
8260,m,s,63,g,n,a,0
8261,m,m,45,b,y,c,0
8262,f,m,18,g,n,a,1
8263,f,m,20,b,y,c,1
8264,f,s,73,p,n,c,0
8265,f,s,25,b,y,c,0
8266,f,m,53,p,y,c,1
8267,m,s,26,b,n,c,0
8268,m,m,59,b,n,a,0
8269,m,s,63,g,y,a,1
8270,m,s,67,p,n,c,0
8271,m,m,18,b,n,c,2
8272,f,s,61,g,n,a,2
8273,m,m,70,p,n,a,0
8274,m,s,49,p,n,a,0
8275,m,m,78,g,y,c,1
8276,f,m,79,g,y,a,0
8277,m,s,22,g,y,c,0
8278,f,m,68,p,n,a,0
8279,m,m,22,p,y,a,0
8280,f,m,38,g,n,c,1
8281,m,m,76,p,y,c,0
8282,m,m,62,p,y,a,0
8283,m,m,40,g,n,c,1
8284,f,m,29,g,y,c,0
8285,f,m,65,p,y,c,0
8286,m,s,28,p,y,c,0
8287,m,s,57,g,y,c,0
8288,f,m,24,g,y,c,0
8289,f,s,32,g,n,c,0
8290,f,s,53,p,y,a,1
8291,m,m,33,p,y,c,0
8292,f,m,33,b,y,c,0
8293,m,m,31,g,y,c,0
8294,m,s,34,b,n,c,0
8295,f,m,40,p,n,c,0
8296,f,m,29,p,n,a,0
8297,m,m,73,g,n,a,1
8298,m,s,33,p,n,a,1
8299,m,m,34,b,n,c,0
8300,m,m,69,g,y,a,0
8301,f,m,43,p,n,a,1
8302,m,m,39,b,n,c,1
8303,m,m,33,p,n,a,0
8304,f,s,48,b,n,c,0
8305,m,s,60,p,y,a,0
8306,f,s,44,p,y,c,0
8307,f,s,44,p,n,c,0
8308,f,s,76,p,n,a,0
8309,f,s,61,b,n,a,2
8310,f,m,46,p,n,a,0
8311,m,m,34,p,y,a,0
8312,f,s,51,b,n,c,0
8313,m,m,49,g,y,a,0
8314,m,m,29,p,y,c,0
8315,m,s,75,p,n,c,0
8316,m,m,62,p,n,c,0
8317,m,m,27,p,y,c,0
8318,f,m,35,p,y,a,1
8319,f,m,41,p,y,c,0
8320,m,s,54,p,y,a,1
8321,m,m,21,b,y,a,0
8322,m,m,42,b,n,c,0
8323,f,m,42,g,n,c,0
8324,m,m,53,g,y,c,0
8325,m,m,37,b,n,c,0
8326,f,s,68,b,y,a,1
8327,f,m,34,p,n,c,0
8328,m,m,62,g,n,c,1
8329,f,s,45,g,y,a,0
8330,f,m,66,b,y,a,0
8331,f,s,68,b,y,c,0
8332,f,s,68,p,n,a,0
8333,f,s,64,b,y,a,0
8334,m,m,42,p,n,c,1
8335,m,m,57,b,y,c,0
8336,m,m,35,b,n,a,0
8337,m,m,62,g,y,a,0
8338,f,m,19,g,y,a,0
8339,f,m,68,b,n,c,0
8340,f,s,76,p,y,a,0
8341,f,m,43,b,n,c,1
8342,f,s,65,b,n,c,0
8343,m,s,21,b,y,c,0
8344,m,m,71,g,n,a,0
8345,f,m,43,p,n,a,0
8346,f,s,71,b,n,a,0
8347,f,s,70,p,y,c,0
8348,m,m,35,g,y,c,0
8349,f,m,22,p,n,a,0
8350,m,m,63,b,n,c,0
8351,m,m,29,b,y,a,0
8352,f,m,48,p,n,c,1
8353,f,s,19,p,n,c,0
8354,f,m,78,p,y,a,0
8355,f,s,29,p,n,a,0
8356,f,m,38,b,y,c,0
8357,m,m,65,p,n,c,0
8358,f,s,77,b,n,c,1
8359,m,m,34,b,y,a,1
8360,m,s,51,p,y,a,0
8361,m,m,38,p,y,c,0
8362,m,s,21,b,y,c,1
8363,f,m,50,p,n,c,0
8364,f,s,32,b,y,a,0
8365,f,s,61,p,n,a,0
8366,f,s,39,p,n,c,0
8367,f,m,18,g,n,a,0
8368,m,m,21,g,y,a,0
8369,f,m,75,p,n,a,1
8370,m,m,44,p,n,a,0
8371,m,m,62,g,n,c,0
8372,f,m,49,p,y,a,0
8373,m,m,53,p,y,a,1
8374,m,m,58,p,y,c,2
8375,m,s,54,g,n,a,2
8376,f,s,30,p,y,c,0
8377,f,m,29,g,n,a,1
8378,m,m,56,p,n,a,1
8379,f,s,22,p,y,a,1
8380,m,m,48,b,y,c,0
8381,m,s,57,b,n,c,0
8382,f,m,71,p,y,a,1
8383,f,m,45,b,y,c,0
8384,m,m,20,p,n,c,0
8385,m,s,26,g,n,c,0
8386,m,s,62,b,y,a,0
8387,m,s,68,b,n,c,0
8388,m,m,49,g,y,a,0
8389,m,m,19,p,y,a,0
8390,m,m,69,p,n,c,0
8391,f,m,26,b,y,c,0
8392,f,s,42,p,n,a,1
8393,m,m,67,p,y,a,0
8394,m,s,66,b,y,c,1
8395,f,s,22,b,n,a,0
8396,m,m,46,g,n,a,0
8397,m,s,79,p,y,c,0
8398,f,s,42,b,n,c,1
8399,f,m,30,p,y,c,0
8400,f,s,64,g,n,c,0
8401,f,s,40,p,n,a,0
8402,m,s,21,b,n,a,2
8403,f,s,47,g,n,a,1
8404,m,m,25,p,n,a,1
8405,m,m,57,b,y,a,0
8406,m,m,22,g,y,c,0
8407,m,m,43,p,y,a,0
8408,m,s,39,p,n,c,0
8409,f,s,58,g,y,c,0
8410,m,m,58,b,y,a,1
8411,m,s,36,b,y,a,0
8412,f,m,31,p,n,c,1
8413,f,m,36,g,n,c,0
8414,f,m,42,b,y,c,0
8415,m,s,40,g,n,c,0
8416,f,m,37,p,y,c,0
8417,f,s,32,p,y,a,2
8418,f,m,41,b,y,a,0
8419,m,m,27,p,n,c,2
8420,f,s,21,p,y,c,0
8421,f,m,22,g,y,c,0
